flickr_id,mos,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
Test01_Talking_Head_D02.mp4,31.65,640,480,0,15.1515151515152,0,0,0
Test01_Traffic_D07.mp4,65.53,640,480,0,29.4539531623237,0,0,0
Test02_City_D10.mp4,0.21,640,480,0,29.415225320626,0,0,0
Test02_Traffic_D08.mp4,29.35,640,480,0,29.8775915075934,0,0,0
Test04_City_D12.mp4,35.17,1280,720,0,29.0999671170372,0,0,0
Test04_Talking_Head_D04.mp4,83.73,1280,720,0,30.0,0,0,0
Test05_City_D05.mp4,42.92,1280,720,0,24.0,0,0,0
Test05_Talking_Head_D11.mp4,23.3,1280,720,0,24.9430052330425,0,0,0
Test05_Television_D06.mp4,71.0,1280,720,0,17.123023789017,0,0,0
Test05_Television_D10.mp4,60.05,1280,720,0,24.9360390598116,0,0,0
Test06_City_D05.mp4,61.12,1280,720,0,28.6560047225096,0,0,0
Test06_Talking_head_D09.mp4,7.23,1280,720,0,12.1732101729083,0,0,0
Test06_Television_D06.mp4,61.99,1280,720,0,19.9420086388781,0,0,0
Test06_Television_D09.mp4,0.58,1280,720,0,10.6707414671416,0,0,0
12262452854.mp4,4.24,960,540,yuv420p,24.0,192,8,931300
6913535960.mp4,4.106299213,960,540,yuv420p,25.0,200,8,1798056
9060241382.mp4,4.04,960,540,yuv420p,25.0,200,8,2157760
9917916796.mp4,4.04,960,540,yuv420p,29.97,240,8,1741099
5669052182.mp4,3.879844961,960,540,yuv420p,29.97002997003,240,8,1102973
5154464760.mp4,3.86,960,540,yuv420p,25.0,200,8,1899693
6313769652.mp4,3.82,960,540,yuv420p,29.97002997003,240,8,1139728
9740517228.mp4,3.8,960,540,yuv420p,23.976,192,8,1959189
5212573386.mp4,3.74,960,540,yuv420p,29.97002997003,240,8,783344
5705527370.mp4,3.74,960,540,yuv420p,29.97002997003,240,8,1376004
8480588816.mp4,3.74,960,540,yuv420p,29.97002997003,240,8,1201818
8494495600.mp4,3.74,960,540,yuv420p,23.976023976024,192,8,740352
6677269327.mp4,3.72,960,540,yuv420p,29.97002997003,240,8,2465942
8730797431.mp4,3.7,960,540,yuv420p,29.97002997003,240,8,1570762
3588022983.mp4,3.66,960,540,yuv420p,24.0,192,8,3158568
5596033251.mp4,3.66,960,540,yuv420p,23.976023976024,192,8,1227942
8195185860.mp4,3.64,960,540,yuv420p,29.97002997003,240,8,1349726
6107338487.mp4,3.62,960,540,yuv420p,25.0,200,8,581362
6694553789.mp4,3.62,960,540,yuv420p,29.97002997003,240,8,1634264
6106291030.mp4,3.6,960,540,yuv420p,23.976023976024,192,8,2059389
7198853624.mp4,3.6,960,540,yuv420p,23.976023976024,192,8,1183179
8589300397.mp4,3.6,960,540,yuv420p,29.97002997003,240,8,1775602
7360639566.mp4,3.54,960,540,yuv420p,29.97002997003,240,8,3107735
5583994811.mp4,3.529166667,960,540,yuv420p,29.97002997003,240,8,1899400
4642629203.mp4,3.52,960,540,yuv420p,23.976023976024,192,8,1664405
5028474013.mp4,3.52,960,540,yuv420p,29.97002997003,240,8,2989051
6809728071.mp4,3.52,960,540,yuv420p,29.97002997003,240,8,1539617
12143576166.mp4,3.44,960,540,yuv420p,29.97,240,8,758084
4877128768.mp4,3.42,960,540,yuv420p,29.97002997003,240,8,716353
8455309721.mp4,3.42,960,540,yuv420p,29.97002997003,240,8,1593190
6157684615.mp4,3.36,960,540,yuv420p,29.97002997003,240,8,2795270
7760313026.mp4,3.36,960,540,yuv420p,29.97002997003,240,8,2085418
5579073175.mp4,3.32,960,540,yuv420p,25.0,200,8,89378
6041834062.mp4,3.32,960,540,yuv420p,29.97002997003,240,8,1175480
5127033299.mp4,3.28,960,540,yuv420p,29.97002997003,240,8,1039321
6937597827.mp4,3.28,960,540,yuv420p,29.97002997003,240,8,4430036
9726323401.mp4,3.272,960,540,yuv420p,29.97,240,8,992847
6669111911.mp4,3.2,960,540,yuv420p,29.97002997003,240,8,1993908
9085955167.mp4,3.2,960,540,yuv420p,29.97,240,8,3574999
4864754515.mp4,3.12,960,540,yuv420p,24.0,192,8,1773292
3359662128.mp4,3.08,960,540,yuv420p,23.976023976024,192,8,2328441
4761429801.mp4,3.08,960,540,yuv420p,24.0,192,8,1952307
5115193359.mp4,3.08,960,540,yuv420p,29.97002997003,240,8,1404048
10838546955.mp4,3.0,960,540,yuv420p,29.97,240,8,2241338
4020832533.mp4,2.948616601,960,540,yuv420p,23.976023976024,184,8,1363902
12923454185.mp4,2.88,960,540,yuv420p,29.97002997003,240,8,778401
5263261013.mp4,2.74,960,540,yuv420p,29.97002997003,240,8,2273283
9248029519.mp4,2.7,960,540,yuv420p,29.97,240,8,937293
3861648412.mp4,2.68,960,540,yuv420p,24.0,192,8,1062306
8235549337.mp4,2.66,960,540,yuv420p,29.97002997003,240,8,1686712
6343817087.mp4,2.64,960,540,yuv420p,29.97002997003,240,8,968996
3591184129.mp4,2.58,960,540,yuv420p,29.97002997003,240,8,2359101
6724048499.mp4,2.56,960,540,yuv420p,29.97002997003,240,8,1000182
6015938306.mp4,2.5,960,540,yuv420p,29.97002997003,240,8,2861689
8699104416.mp4,2.48,960,540,yuv420p,23.976023976024,192,8,1307180
12099271596.mp4,2.4,960,540,yuv420p,24.0,192,8,1725701
5020714258.mp4,2.4,960,540,yuv420p,23.976023976024,192,8,1777388
5865474554.mp4,2.38,960,540,yuv420p,29.97002997003,240,8,420686
6497857295.mp4,2.38,960,540,yuv420p,29.97002997003,240,8,1429821
4506003922.mp4,2.36,960,540,yuv420p,23.976023976024,192,8,1446331
5869559051.mp4,2.3,960,540,yuv420p,29.97002997003,240,8,2911300
9234105504.mp4,2.26,960,540,yuv420p,23.976,192,8,1296437
6629527951.mp4,2.25498008,960,540,yuv420p,24.0,192,8,968550
6123040072.mp4,2.22,960,540,yuv420p,24.0,192,8,1225480
6149591212.mp4,2.14,960,540,yuv420p,29.97002997003,240,8,996838
4991520511.mp4,1.98,960,540,yuv420p,29.97002997003,240,8,1029739
6783810490.mp4,1.88,960,540,yuv420p,29.97002997003,240,8,1095468
7848940332.mp4,1.86,960,540,yuv420p,29.97002997003,240,8,1686006
8625682550.mp4,1.84,960,540,yuv420p,24.0,192,8,1894602
7978973307.mp4,1.78,960,540,yuv420p,29.97002997003,240,8,1062602
11635304003.mp4,1.74,960,540,yuv420p,29.97002997003,240,8,1474077
4204485800.mp4,1.72972973,960,540,yuv420p,29.97002997003,240,8,1811677
8643336872.mp4,1.68,960,540,yuv420p,29.97002997003,240,8,889785
1006_FollowTheTrain_OppoFind7_VID20150424111801.mp4,48.7313,1920,1080,0,30.0,0,0,0
0912_CheerLeader1_Nokia1080_20130306_17_46_21_Pro.mp4,41.52934,1920,1080,0,30.0,0,0,0
1006_FamilyScooter_OppoFind7_VID20150424122855.mp4,51.17308,1920,1080,0,30.0,0,0,0
0817_WalkIntoBarn_Note4_20150817_110508.mp4,58.07943,1920,1080,0,30.0,0,0,0
0911_DogBall_GS6_20150911_185459.mp4,65.10543,1920,1080,0,30.0,0,0,0
0911_DogBall_LGG2_CAM00791.mp4,46.17375,1920,1080,0,30.0,0,0,0
0912_Burgers_Note4_20150912_144558.mp4,61.9832,1920,1080,0,30.0,0,0,0
0923_FollowTheBee_HTCOneVx_VIDEO0072.mp4,33.0444,1920,1080,0,30.0,0,0,0
0723_OldTownShop_HTCOneVx_12_VIDEO0019.mp4,30.53679,1920,1080,0,30.0,0,0,0
1019_SkateBoardingSkills_OppoFind7_VID20150507134738.mp4,51.02291,1920,1080,0,30.0,0,0,0
0918_GuysPlayVolleyball_GS6_20150919_093108.mp4,65.25655,1920,1080,0,30.0,0,0,0
0923_VerticalAndRollerCoaster_Nokia1020_WP_20130319_18_36_46_Pro.mp4,63.52586,1920,1080,0,30.0,0,0,0
0923_FollowPigeons_Nokia1020_WP_20130305_20_16_29_Pro.mp4,52.18132,1920,1080,0,30.0,0,0,0
A005.mp4,47.1778,1920,1080,yuv420p,30.0,301,8,16022596
A019.mp4,70.843,1920,1080,yuv420p,29.9800796812749,301,8,10665206
A020.mp4,77.7258,1920,1080,yuv420p,29.9836422573907,300,8,16992500
A029.mp4,75.3861,1920,1080,yuv420p,29.9850074962519,300,8,15407115
A062.mp4,47.5187,1920,1080,yuv420p,29.9216385532555,300,8,16945184
A096.mp4,66.5815,1920,1080,yuv420p,29.9750208159867,300,8,17309467
A097.mp4,66.4593,1920,1080,yuv420p,29.9751037344398,301,8,11046218
B013.mp4,58.0795,1280,720,yuv420p,29.8240480908619,299,8,11939124
B015.mp4,56.9636,1280,720,yuv420p,30.0,301,8,2255331
B016.mp4,52.1065,1280,720,yuv420p,29.9800796812749,301,8,7647917
B073.mp4,66.0347,1280,720,yuv420p,30.0,300,8,5938186
B077.mp4,81.9227,1280,720,yuv420p,30.0,300,8,17942219
B088.mp4,52.8177,1280,720,yuv420p,30.0,300,8,7212589
B098.mp4,80.199,1280,720,yuv420p,29.97002997003,300,8,19088542
B121.mp4,54.3529,1280,720,yuv420p,30.0,301,8,7545922
B138.mp4,79.3155,1280,720,yuv420p,30.0,300,8,3231912
B168.mp4,56.3245,1280,720,yuv420p,29.97002997003,300,8,10285566
B234.mp4,80.4612,1280,720,yuv420p,30.0,301,8,5520658
B257.mp4,82.2251,1280,720,yuv420p,29.97002997003,300,8,5342019
B264.mp4,78.114,1280,720,yuv420p,30.0,301,8,9192243
B281.mp4,50.288,1280,720,yuv420p,29.97002997003,300,8,6851586
B282.mp4,70.8817,1280,720,yuv420p,29.9166666666667,299,8,3644621
B288.mp4,82.4922,1280,720,yuv420p,29.97002997003,301,8,11792890
B308.mp4,82.8098,1280,720,yuv420p,30.0,301,8,6973000
B310.mp4,85.1746,1280,720,yuvj420p,30.0,301,8,11217880
G026.mp4,54.4118,404,720,yuv420p,30.0,301,8,2717438
G034.mp4,82.4354,404,720,yuv420p,29.97002997003,300,8,2888489
G043.mp4,77.4279,404,720,yuv420p,29.8333333333333,299,8,1423538
G044.mp4,74.9635,404,720,yuv420p,29.7914597815293,299,8,1464752
G051.mp4,75.6131,404,720,yuvj420p,30.0,302,8,6014892
G061.mp4,73.8883,404,720,yuv420p,30.0,301,8,3691736
G114.mp4,65.0532,404,720,yuv420p,30.0,301,8,2406609
J004.mp4,62.645,352,640,yuv420p,30.115,302,8,1778738
L001.mp4,76.5463,320,568,yuv420p,29.9800133244504,300,8,713717
M001.mp4,36.9665,568,320,yuv420p,30.0,300,8,759733
Animation_360P-4edc_crf_10_ss_00_t_20.0.mp4,3.682,640,360,0,30.0,0,0,0
Animation_480P-35ee_crf_10_ss_00_t_20.0.mp4,3.29,720,480,0,30.0,0,0,0
Animation_480P-791b_crf_10_ss_00_t_20.0.mp4,3.286,640,480,0,30.0,0,0,0
Animation_480P-7ef2_crf_10_ss_00_t_20.0.mp4,3.164,854,480,0,30.0,0,0,0
Animation_720P-0acc_crf_10_ss_00_t_20.0.mp4,3.876,1280,720,0,30.0,0,0,0
Animation_720P-41cf_crf_10_ss_00_t_20.0.mp4,3.862,1280,720,0,30.0,0,0,0
CoverSong_1080P-237f_crf_10_ss_00_t_20.0.mp4,3.893,1920,1080,0,30.0,0,0,0
CoverSong_480P-35e1_crf_10_ss_00_t_20.0.mp4,3.608,640,480,0,30.0,0,0,0
CoverSong_480P-60a6_crf_10_ss_00_t_20.0.mp4,2.369,640,480,0,30.0,0,0,0
Gaming_1080P-277c_crf_10_ss_00_t_20.0.mp4,3.884,1920,1080,0,30.0,0,0,0
Gaming_1080P-698a_crf_10_ss_00_t_20.0.mp4,3.743,1920,1080,0,30.0,0,0,0
Gaming_1080P-6e45_crf_10_ss_00_t_20.0.mp4,2.517,1920,1080,0,30.0,0,0,0
Gaming_2160P-348d_crf_10_ss_00_t_20.0.mp4,4.443,3840,2160,0,30.0,0,0,0
Gaming_480P-6f4b_crf_10_ss_00_t_20.0.mp4,3.67,864,480,0,30.0,0,0,0
Gaming_720P-469a_crf_10_ss_00_t_20.0.mp4,4.124,1280,720,0,30.0,0,0,0
Gaming_720P-5ba2_crf_10_ss_00_t_20.0.mp4,4.281,1280,720,0,30.0,0,0,0
HDR_1080P-13eb_crf_10_ss_00_t_20.0.mp4,3.761,1920,1080,0,30.0,0,0,0
HDR_1080P-1e5b_crf_10_ss_00_t_20.0.mp4,1.242,1920,1080,0,30.0,0,0,0
HDR_2160P-5926_crf_10_ss_00_t_20.0.mp4,4.386,3840,2160,0,30.0,0,0,0
HDR_2160P-5e25_crf_10_ss_00_t_20.0.mp4,4.209,3840,2160,0,30.0,0,0,0
HowTo_360P-18e7_crf_10_ss_00_t_20.0.mp4,2.78,640,360,0,30.0,0,0,0
HowTo_360P-2a3b_crf_10_ss_00_t_20.0.mp4,2.589,640,360,0,30.0,0,0,0
HowTo_360P-55e9_crf_10_ss_00_t_20.0.mp4,3.496,640,360,0,30.0,0,0,0
HowTo_480P-0cb3_crf_10_ss_00_t_20.0.mp4,3.592,640,480,0,30.0,0,0,0
HowTo_480P-221e_crf_10_ss_00_t_20.0.mp4,3.283,640,480,0,30.0,0,0,0
HowTo_480P-4b6a_crf_10_ss_00_t_20.0.mp4,2.763,640,480,0,30.0,0,0,0
HowTo_720P-4d55_crf_10_ss_00_t_20.0.mp4,3.947,1280,720,0,30.0,0,0,0
Lecture_1080P-0c8a_crf_10_ss_00_t_20.0.mp4,4.55,1920,1080,0,30.0,0,0,0
Lecture_480P-1ec3_crf_10_ss_00_t_20.0.mp4,3.186,720,480,0,30.0,0,0,0
Lecture_480P-2ed0_crf_10_ss_00_t_20.0.mp4,1.453,640,480,0,30.0,0,0,0
Lecture_480P-41b7_crf_10_ss_00_t_20.0.mp4,3.328,640,480,0,30.0,0,0,0
Lecture_480P-74cf_crf_10_ss_00_t_20.0.mp4,3.428,720,480,0,30.0,0,0,0
Lecture_720P-2f8c_crf_10_ss_00_t_20.0.mp4,3.839,1280,720,0,30.0,0,0,0
LiveMusic_1080P-28fe_crf_10_ss_00_t_20.0.mp4,3.693,1920,1080,0,30.0,0,0,0
LiveMusic_360P-1d94_crf_10_ss_00_t_20.0.mp4,3.028,640,360,0,30.0,0,0,0
LiveMusic_720P-2620_crf_10_ss_00_t_20.0.mp4,3.721,1280,720,0,30.0,0,0,0
LiveMusic_720P-4ae2_crf_10_ss_00_t_20.0.mp4,3.285,1280,720,0,30.0,0,0,0
LiveMusic_720P-66df_crf_10_ss_00_t_20.0.mp4,4.592,1280,720,0,30.0,0,0,0
LyricVideo_1080P-2946_crf_10_ss_00_t_20.0.mp4,4.177,1920,1080,0,30.0,0,0,0
LyricVideo_480P-3ccf_crf_10_ss_00_t_20.0.mp4,2.639,640,480,0,30.0,0,0,0
MusicVideo_480P-41ce_crf_10_ss_00_t_20.0.mp4,3.766,720,480,0,30.0,0,0,0
NewsClip_1080P-3c7c_crf_10_ss_00_t_20.0.mp4,4.462,1920,1080,0,30.0,0,0,0
NewsClip_720P-0c81_crf_10_ss_00_t_20.0.mp4,3.893,1280,720,0,30.0,0,0,0
NewsClip_720P-4e87_crf_10_ss_00_t_20.0.mp4,4.368,1280,720,0,30.0,0,0,0
NewsClip_720P-579b_crf_10_ss_00_t_20.0.mp4,2.866,1280,720,0,30.0,0,0,0
Sports_1080P-2524_crf_10_ss_00_t_20.0.mp4,3.662,1920,1080,0,30.0,0,0,0
Sports_2160P-1b70_crf_10_ss_00_t_20.0.mp4,4.508,3840,2160,0,30.0,0,0,0
Sports_2160P-1ddc_crf_10_ss_00_t_20.0.mp4,3.466,3840,2160,0,30.0,0,0,0
Sports_2160P-2e1d_crf_10_ss_00_t_20.0.mp4,4.457,3840,2160,0,30.0,0,0,0
Sports_480P-1fe9_crf_10_ss_00_t_20.0.mp4,1.706,720,480,0,30.0,0,0,0
Sports_720P-6d04_crf_10_ss_00_t_20.0.mp4,3.783,1280,720,0,30.0,0,0,0
TelevisionClip_1080P-3e42_crf_10_ss_00_t_20.0.mp4,1.989,1440,1080,0,30.0,0,0,0
TelevisionClip_1080P-63e6_crf_10_ss_00_t_20.0.mp4,4.228,1920,1080,0,30.0,0,0,0
TelevisionClip_480P-1b49_crf_10_ss_00_t_20.0.mp4,3.183,640,480,0,30.0,0,0,0
TelevisionClip_480P-415c_crf_10_ss_00_t_20.0.mp4,3.544,720,480,0,30.0,0,0,0
VerticalVideo_1080P-34ba_crf_10_ss_00_t_20.0.mp4,3.382,1080,1920,0,30.0,0,0,0
Vlog_1080P-1df9_crf_10_ss_00_t_20.0.mp4,4.134,1920,1080,0,30.0,0,0,0
Vlog_1080P-45c9_crf_10_ss_00_t_20.0.mp4,2.888,1920,1080,0,30.0,0,0,0
Vlog_2160P-4f98_crf_10_ss_00_t_20.0.mp4,3.47,3840,2160,0,30.0,0,0,0
Vlog_360P-2e9d_crf_10_ss_00_t_20.0.mp4,2.746,640,360,0,30.0,0,0,0
Vlog_480P-1b39_crf_10_ss_00_t_20.0.mp4,2.325,640,480,0,30.0,0,0,0
Vlog_720P-0d79_crf_10_ss_00_t_20.0.mp4,3.805,1280,720,0,30.0,0,0,0
Vlog_720P-2929_crf_10_ss_00_t_20.0.mp4,3.918,1280,720,0,30.0,0,0,0
Vlog_720P-329f_crf_10_ss_00_t_20.0.mp4,3.7,1280,720,0,30.0,0,0,0
