31.65,31.65,0.0,1.0,0.15731,0.18715,0.0305,0.03213,0.00165,0.17607,0.06451,0.06749,0.01261,0.0115,0.39129,0.39658,0.9434,0.00169,0.3275,0.01225,0.0596,0.26985,0.49966,0.49993,0.00502,0.00596,0.06499,0.09318,0.04911,0.02399,0.00302,0.13907,0.05046,0.11868,0.02753,0.00758,0.00646,0.00052,0.02617,0.00169,0.00634,0.00832,0.03346,0.013,0.00173,0.00119,0.00099,0.0005,0.04599,0.03724,0.04259,0.10227,0.0741,0.0,0.0,0.04297,0.00615,0.00802,0.04758,0.03287,0.65411,0.7619,0.16947,0.60573,0.39427,0.55834,0.31075,0.0,0.4545,0.87694,0.30503,0.38199,0.52124,0.2,0.56569,0.20294,0.33146,0.01914,0.00921
65.53,65.53,0.0,1.0,0.38926,0.27138,0.30749,0.11797,0.05297,0.30937,0.30787,0.26169,0.30046,0.11594,0.36947,0.43516,0.46557,0.01935,0.27461,0.13783,0.19439,0.34421,0.50081,0.52164,0.00688,0.00851,0.03875,0.02383,0.04221,0.03431,0.03305,0.08429,0.02938,0.09847,0.04087,0.02012,0.00806,0.00149,0.07313,0.00952,0.00531,0.05406,0.04379,0.01694,0.00502,0.01057,0.00108,0.0014,-0.12572,0.02887,0.04492,0.09772,0.0802,0.00057,0.00031,0.00036,0.00019,0.00913,0.04643,0.03178,0.07904,0.52165,0.02381,0.49671,0.50329,0.49139,0.2766,0.32936,0.17415,0.51008,0.46345,0.53766,0.64635,0.2,0.66854,0.14187,0.16574,0.03184,0.01167
0.21,0.21,0.0,1.0,0.44422,0.30382,0.35037,0.13736,0.06253,0.18086,0.34622,0.20825,0.34103,0.12357,0.15239,0.46391,0.76127,0.03493,0.37573,0.185,0.21035,0.40858,0.49968,0.53831,0.01833,0.0236,0.03615,0.02518,0.03557,0.02587,0.02994,0.07277,0.02295,0.08182,0.02922,0.02086,0.00424,0.00326,0.0921,0.0112,0.01124,0.05009,0.03014,0.02309,0.00748,0.01397,0.00468,0.00582,-0.20328,0.03514,0.04505,0.1289,0.09787,0.00854,0.00242,0.00354,0.00034,0.0038,0.04622,0.04872,0.23549,0.78711,0.05462,0.50552,0.49448,0.27265,0.15545,0.20224,0.14924,0.72785,0.51429,0.56868,0.63861,0.2,0.64887,0.19129,0.30821,0.02352,0.01029
29.35,29.35,0.0,1.0,0.31407,0.2402,0.20507,0.08244,0.02972,0.27186,0.27086,0.20667,0.21401,0.11299,0.25966,0.42002,0.71897,0.00884,0.23012,0.05835,0.1349,0.29624,0.50026,0.51414,0.00392,0.00465,0.03798,0.06012,0.07052,0.03037,0.02031,0.1148,0.04216,0.14894,0.08728,0.0168,0.00409,0.00099,0.07547,0.00544,0.00256,0.03027,0.04497,0.01331,0.00335,0.00523,0.00077,0.00085,-0.20283,0.0209,0.03303,0.02735,0.06707,0.0021,0.00092,0.00457,0.00185,0.00352,0.02398,0.03406,0.17298,0.75238,0.08,0.5115,0.4885,0.22175,0.11074,0.15185,0.16555,0.56831,0.50364,0.56836,0.65824,0.2,0.72408,0.10221,0.12212,0.02899,0.01452
35.17,35.17,1.0,1.0,0.50198,0.27644,0.3873,0.16424,0.08933,0.14044,0.35087,0.18416,0.34351,0.20771,0.15077,0.45407,0.46765,0.04782,0.30358,0.26051,0.2398,0.46126,0.49995,0.53915,0.0256,0.03788,0.02474,0.02307,0.03161,0.01889,0.03225,0.05976,0.01516,0.08239,0.02379,0.02729,0.01025,0.00392,0.05726,0.01175,0.01273,0.04331,0.02417,0.02432,0.01141,0.01833,0.00847,0.01227,0.08013,0.02654,0.03716,0.10074,0.07721,0.01328,0.00146,0.04081,0.00315,0.00182,0.04301,0.04773,0.07528,0.40952,0.02857,0.51621,0.48379,0.24287,0.14907,0.22846,0.13448,0.64873,0.49332,0.54739,0.64064,0.2,0.81082,0.16133,0.2501,0.02186,0.00998
83.73,83.73,1.0,1.0,0.16212,0.2369,0.04306,0.03052,0.0047,0.18476,0.0723,0.08787,0.02258,0.01316,0.2617,0.42891,0.73092,0.00228,0.37287,0.01144,0.0586,0.25466,0.50022,0.50004,0.00396,0.00392,0.08315,0.13348,0.06313,0.02755,0.01032,0.17295,0.07276,0.14273,0.04682,0.01001,0.00065,0.00039,0.02518,0.00231,0.00091,0.0095,0.04096,0.00944,0.00126,0.00156,0.00052,0.0007,0.00454,0.03943,0.04439,0.16535,0.08276,0.0,0.0,0.02258,0.00436,0.00314,0.04331,0.04927,0.15291,0.70408,0.21939,0.46705,0.53295,0.61855,0.37336,0.0,0.19052,0.73177,0.33396,0.44036,0.61808,0.2,0.82833,0.20163,0.27616,0.01614,0.00942
42.92,42.92,1.0,1.0,0.52122,0.28508,0.42191,0.1686,0.09625,0.13299,0.35385,0.14495,0.35021,0.26976,0.24789,0.46092,0.68332,0.04983,0.31519,0.28673,0.23809,0.4835,0.49986,0.55659,0.03127,0.04366,0.02205,0.02247,0.02704,0.01822,0.03128,0.05163,0.01199,0.06983,0.01924,0.02125,0.01332,0.00373,0.07884,0.01106,0.01058,0.03807,0.02452,0.01783,0.01149,0.01838,0.00823,0.01238,-0.16627,0.03191,0.04685,0.11456,0.09362,0.0,0.0,0.00678,0.00018,0.00313,0.04477,0.05198,0.03663,0.23469,0.01531,0.50461,0.49539,0.28631,0.16435,0.16077,0.15496,0.57573,0.46132,0.52066,0.62356,0.2,0.76772,0.19836,0.31177,0.02883,0.01187
23.3,23.3,1.0,1.0,0.10143,0.12223,0.01525,0.01633,0.00153,0.22201,0.03,0.04487,0.0112,0.00744,0.24519,0.39185,0.88196,0.00113,0.32513,0.00627,0.03175,0.19324,0.49998,0.49996,0.00125,0.00178,0.08619,0.14568,0.03582,0.02314,0.00423,0.21008,0.04438,0.1193,0.02127,0.00799,0.00235,0.0005,0.01193,0.00175,0.00123,0.00785,0.03512,0.01364,0.00097,0.00128,0.00032,0.00042,0.20587,0.06221,0.04918,0.10066,0.08682,0.0,0.0,0.04393,0.00213,0.00263,0.06367,0.04739,0.89687,0.7619,0.2381,0.515,0.485,0.72209,0.42439,0.0,0.20776,0.67019,0.18417,0.26281,0.43733,0.2,0.56569,0.35309,0.43611,0.01774,0.00859
71.0,71.0,1.0,1.0,0.39632,0.25761,0.29005,0.13975,0.07009,0.2277,0.33427,0.24378,0.3181,0.09368,0.12938,0.40512,0.67474,0.02998,0.2441,0.18495,0.20903,0.34405,0.49847,0.50969,0.00791,0.01082,0.05243,0.02068,0.06346,0.03695,0.04187,0.10919,0.04825,0.13794,0.0714,0.03213,0.00992,0.00881,0.10059,0.01329,0.01056,0.06183,0.04282,0.02659,0.00884,0.01128,0.00182,0.00267,-0.27921,0.02655,0.03022,0.05932,0.07117,0.11087,0.05561,0.06345,0.00245,0.0026,0.03594,0.03581,0.37606,0.76417,0.11905,0.56451,0.43549,0.28444,0.18648,0.03965,0.15725,0.69798,0.38843,0.4576,0.5817,0.2,0.55222,0.10032,0.23425,0.01986,0.00744
60.05,60.05,1.0,1.0,0.32062,0.24518,0.21469,0.10095,0.03837,0.42585,0.26691,0.43911,0.23014,0.07295,0.1166,0.37425,0.63732,0.01435,0.21334,0.10131,0.16978,0.29732,0.49875,0.50509,0.00497,0.00586,0.03582,0.01824,0.05375,0.02627,0.02617,0.11211,0.05346,0.18885,0.08047,0.01969,0.00628,0.00415,0.08611,0.00601,0.00604,0.03038,0.03342,0.01892,0.0054,0.00556,0.00098,0.00116,-0.34817,0.02951,0.03151,0.0606,0.06923,0.05081,0.02606,0.29137,0.00724,0.00172,0.03763,0.03252,0.77826,0.77098,0.22676,0.60813,0.39187,0.22968,0.14014,0.02474,0.17323,0.72955,0.30354,0.38443,0.49375,0.2,0.58637,0.15279,0.36916,0.01818,0.00699
61.12,61.12,1.0,1.0,0.49402,0.3041,0.39277,0.15752,0.08038,0.13775,0.36546,0.15182,0.3552,0.19834,0.21791,0.44852,0.71129,0.04607,0.32475,0.23953,0.23687,0.44221,0.49877,0.5438,0.02707,0.03447,0.02555,0.02242,0.03071,0.02112,0.03548,0.06887,0.01712,0.08117,0.02184,0.02527,0.00581,0.00387,0.08252,0.01134,0.01128,0.04783,0.02698,0.01843,0.00844,0.01399,0.00533,0.00698,-0.2292,0.03209,0.03964,0.063,0.08463,0.03186,0.00181,0.00994,0.00087,0.00472,0.04366,0.0385,0.04653,0.40317,0.02381,0.50499,0.49501,0.27056,0.13928,0.08241,0.14449,0.58417,0.46032,0.52466,0.62603,0.2,0.67882,0.19181,0.31224,0.02475,0.00999
7.23,7.23,1.0,1.0,0.01599,0.02209,0.0,0.00233,0.0,0.02951,0.00076,0.0,0.0,0.00058,0.03298,0.38352,0.94023,9e-05,0.35199,0.00054,0.00452,0.19086,0.5,0.50004,0.00148,0.00186,0.03418,0.05129,0.0,0.0058,0.0,0.06381,0.00201,0.0,0.0,0.00118,0.00064,0.0004,0.01097,0.00024,0.00119,0.00123,0.01031,0.02481,0.00014,0.00026,0.00072,0.00062,0.0343,0.01691,0.01704,0.03377,0.0389,0.00092,0.00083,0.00696,0.0015,0.00108,0.02154,0.01762,0.47967,0.7483,0.16667,0.5083,0.4917,0.37676,0.25766,0.20748,0.19411,0.82609,0.53638,0.60944,0.74706,0.2,1.13137,0.00559,0.00742,0.00808,0.00589
61.99,61.99,1.0,1.0,0.38207,0.23727,0.2765,0.13313,0.05697,0.27335,0.2914,0.28289,0.29289,0.11122,0.25819,0.42075,0.46848,0.02578,0.1628,0.16693,0.20442,0.31227,0.49928,0.5051,0.00537,0.00756,0.0398,0.01734,0.04534,0.03069,0.03418,0.09172,0.03191,0.12697,0.05124,0.03839,0.01404,0.00315,0.08467,0.00968,0.0034,0.04711,0.03528,0.02536,0.007,0.00977,0.00148,0.00248,-0.24506,0.02411,0.03891,0.06583,0.08253,0.02555,0.0085,0.16593,0.00592,0.0015,0.0378,0.05215,0.31706,0.8322,0.10091,0.58197,0.41803,0.26333,0.16288,0.13386,0.14495,0.47701,0.44959,0.51534,0.62433,0.2,0.53875,0.09639,0.19745,0.03278,0.00969
0.58,0.58,1.0,1.0,0.32353,0.17926,0.19437,0.12693,0.04539,0.4119,0.25614,0.36763,0.20771,0.038,0.04915,0.33771,0.63868,0.01391,0.22188,0.1282,0.19179,0.33629,0.49757,0.50882,0.01157,0.01436,0.06289,0.03365,0.07412,0.03884,0.02877,0.15793,0.07363,0.18282,0.10201,0.01171,0.00237,0.00461,0.10167,0.00696,0.01035,0.04777,0.04892,0.03375,0.01028,0.0124,0.00415,0.00508,0.03829,0.01011,0.01224,0.0745,0.03628,0.00385,0.00026,0.06176,0.00294,0.00043,0.01605,0.01161,0.56001,0.7619,0.16775,0.5861,0.4139,0.22317,0.14061,0.32244,0.21615,0.80724,0.53152,0.57227,0.63067,0.17273,0.34115,0.0052,0.00637,0.00714,0.00509
4.24,4.24,1.0,1.0,0.09748,0.14755,0.0227,0.01601,0.00086,0.21265,0.07852,0.09474,0.03174,0.00307,0.26984,0.42973,0.72282,0.00132,0.43342,0.00561,0.03082,0.26074,0.5,0.49942,0.0049,0.00565,0.10413,0.19325,0.04533,0.02227,0.00191,0.25549,0.10563,0.20294,0.08144,0.00357,0.00363,0.0004,0.04083,0.00234,0.00178,0.00777,0.03672,0.02859,0.00075,0.00134,0.00186,0.00178,0.0482,0.04037,0.04143,0.05104,0.07608,0.0,0.0,0.0,0.0,0.01006,0.04679,0.02515,0.00184,0.10204,0.0034,0.41289,0.58711,0.40621,0.21197,0.0,0.18148,0.62106,0.31539,0.37444,0.51792,0.2,0.28284,0.27436,0.41079,0.02048,0.00965
4.11,4.11,1.0,1.0,0.25137,0.23188,0.03476,0.08301,0.00224,0.60925,0.14633,0.21407,0.02699,0.03118,0.44286,0.48649,0.81043,0.00357,0.30291,0.03733,0.13018,0.27784,0.49932,0.49912,0.00509,0.01191,0.06712,0.06165,0.04518,0.03416,0.00385,0.15988,0.08772,0.29439,0.05713,0.01309,0.00409,0.00392,0.03103,0.00272,0.01396,0.0217,0.04745,0.04008,0.00412,0.0041,0.00225,0.00507,0.24672,0.04919,0.06921,0.18356,0.10873,0.0,0.0,0.0,0.0,0.00136,0.07409,0.07736,0.32517,0.7619,0.125,0.41232,0.58768,0.18744,0.11685,0.33535,0.29585,0.69776,0.41629,0.4779,0.57141,0.2,0.56569,0.24384,0.28469,0.03485,0.01802
4.04,4.04,1.0,1.0,0.49467,0.34466,0.43108,0.12489,0.05358,0.19098,0.3369,0.17869,0.33802,0.18575,0.20851,0.40962,0.71888,0.03934,1.04715,0.23637,0.18434,0.48709,0.5147,0.47634,0.03692,0.03345,0.04429,0.02685,0.04812,0.02589,0.02476,0.08383,0.01523,0.06866,0.01473,0.02159,0.01205,0.00443,0.10208,0.01163,0.08247,0.06681,0.03557,0.02054,0.04832,0.03822,0.00922,0.00697,-0.35723,0.03327,0.02777,0.10288,0.05611,0.0,0.0,0.00122,0.00068,0.00345,0.0487,0.03119,0.13598,0.80952,0.09226,0.48823,0.51177,0.07944,0.05331,0.0,0.17772,0.67866,0.16842,0.24677,0.41996,0.2,0.61997,0.26695,0.31819,0.01226,0.00771
4.04,4.04,1.0,1.0,0.37394,0.3025,0.24306,0.12121,0.04412,0.14915,0.27376,0.20727,0.25742,0.14491,0.25012,0.45198,0.93252,0.02161,0.25566,0.10259,0.19387,0.34871,0.49959,0.50124,0.00668,0.00942,0.03146,0.01656,0.04443,0.0291,0.03182,0.07735,0.02941,0.11812,0.04894,0.01699,0.00476,0.00355,0.05091,0.00827,0.00635,0.03318,0.03418,0.02448,0.00801,0.0072,0.00322,0.00436,0.12564,0.03956,0.0572,0.02347,0.11198,0.0,0.0,0.0,0.0,0.00417,0.04615,0.05642,0.0375,0.22449,0.0068,0.48292,0.51708,0.98843,0.43293,0.0,0.16609,0.64544,0.46515,0.5437,0.65624,0.2,1.01015,0.19961,0.34216,0.03121,0.01244
3.88,3.88,1.0,1.0,0.3086,0.33135,0.18289,0.08546,0.02583,0.31109,0.27016,0.28848,0.20184,0.05962,0.22726,0.4517,0.82126,0.01351,0.1803,0.06108,0.1473,0.27569,0.50002,0.50058,0.00313,0.00414,0.04766,0.01532,0.07502,0.03282,0.027,0.12271,0.03906,0.19647,0.09535,0.01995,0.00406,0.00082,0.07844,0.00832,0.00311,0.02917,0.04073,0.02005,0.00362,0.00409,0.00067,0.00068,-0.30701,0.02019,0.04116,0.07345,0.08244,0.0,0.0,0.0,0.0,0.00853,0.03487,0.03866,0.06777,0.70748,0.02721,0.59081,0.40919,0.14755,0.08871,0.06117,0.16519,0.5726,0.44804,0.50258,0.59471,0.2,0.56569,0.10805,0.14513,0.0408,0.0174
